event_id	username	verb	starttime	endtime	object	target	location	context	originalrequest	timestamp
96557	Thomas Demoor	commented	2013-04-15T15:20:23Z	(null) 	http://hatchi13.wordpress.com/2013/04/11/solutions/comment-page-1/#comment-58	(null)	(null)	chikul13	<p>Do you use other arrows elsewhere in your application? Does the arrow only show up the first time you use the search function or do you see it every time?</p> 	2013/04/15 03:20:56 PM
96558	Alex Witteveen	commented	2013-04-15T15:13:52Z	(null) 	http://chiconcarne.wordpress.com/2013/04/09/evaluating-first-digital-prototype/comment-page-1/#comment-26	(null)	(null)	chikul13	<p>I did not implement that myself, so I&#8217;m not sure if we have a copy left of that page. I will contact my colleague and come back to your question when I know more!</p> 	2013/04/15 03:20:58 PM
96556	Sven Charleer	commented	2013-04-15T15:18:04Z	(null) 	http://lpg13.wordpress.com/2013/04/12/iteration-2-creating-the-digital-prototype/comment-page-1/#comment-78	(null)	(null)	chikul13	<p>Good thinking with the slogan in the logo. Does it appear during the loading of the app?</p> 	2013/04/15 03:20:52 PM
96574	Alex Witteveen	commented	2013-04-15T15:27:53Z	(null) 	http://chiconcarne.wordpress.com/2013/04/09/evaluating-first-digital-prototype/comment-page-1/#comment-27	(null)	(null)	chikul13	<p>We did consider &#8216;beoordeel!&#8217;. We also discussed some other options like &#8216;Geef je mening!&#8217; or &#8216;Wat vond je!?&#8217;. Another option was to work with symbols. No matter what we chose, we wanted it to be clear, short and catchy. There was no option that convinced us 100%. &#8216;Stem&#8217; just seemed best the best attempt to us.<br /> We surely take you opinion into account and, as mentioned in the text, consider changing it when this comment keeps on returning!</p> 	2013/04/15 03:36:13 PM
96638	willemmat	commented	2013-04-15T16:41:26Z	(null) 	http://hatchi13.wordpress.com/2013/04/11/solutions/comment-page-1/#comment-59	(null)	(null)	chikul13	<p>We only use the arrow there. This arrow is visible every time you go to this view. Only when you start searching, the arrow disappears.</p> 	2013/04/15 04:52:06 PM
96686	Sander Voeten	commented	2013-04-15T17:48:45Z	(null) 	http://chiconcarne.wordpress.com/2013/04/09/evaluating-first-digital-prototype/comment-page-1/#comment-28	(null)	(null)	chikul13	<p>Regarding the problem when you want to scroll a page when holding your finger on the map. Can&#8217;t you use a two-finger scroll implementation to get rid of this problem?</p> 	2013/04/15 05:52:53 PM
96687	Alex Witteveen	commented	2013-04-15T17:57:36Z	(null) 	http://chiconcarne.wordpress.com/2013/04/09/evaluating-first-digital-prototype/comment-page-1/#comment-29	(null)	(null)	chikul13	<p>That might be an option. But how do you make clear to the user that he can use a two finger scroll on the google map?<br /> It&#8217;s certainly an idea worth considering, but we think most users, when not able to one-finger scroll the map, will first try pushing on the map to open it. We are not sure about this of course and yet have to test it so time will tell! =)</p> 	2013/04/15 06:08:04 PM
96688	Sander Voeten	commented	2013-04-15T17:57:50Z	(null) 	http://teamschi.wordpress.com/2013/04/13/iteration-3/comment-page-1/#comment-44	(null)	(null)	chikul13	<p>Do you think the user tests you will be doing with your family (and friends) are 100% representative to get some real information? Because I think family is not always that honest with giving comments and suggestions on created work of their nephew/niece/son/&#8230;/family member.</p> 	2013/04/15 06:08:06 PM
96829	Nik Torfs	commented	2013-04-15T20:51:45Z	(null) 	http://chimovez.wordpress.com/2013/03/10/paper-prototype-evaluation/comment-page-1/#comment-30	(null)	(null)	chikul13	<p>We went with the colors for now. We noticed that android does the same thing with the call history, so it would be consistent to use the same symbols. The evaluations will show us if it&#8217;s better now or not!</p> 	2013/04/15 08:55:24 PM
97427	pj_verbruggen	commented	2013-04-16T09:46:05Z	(null) 	http://lpg13.wordpress.com/2013/04/12/iteration-2-creating-the-digital-prototype/comment-page-1/#comment-80	(null)	(null)	chikul13	<p>You already had your digital prototype at March 27th. I tested it on Tiggzi so I am a bit confused, because you mention paper prototypes in the blog and a first digital prototype?<br /> Anyway, I (still) like the digital prototype, it looks very clean and tight. Although you only use the default icons in Tiggzi it seems to be enough to get a nice look. I also like the colors, they are very calm, not too much contrast but just enough to see the difference between components.</p> <p>I also think the like and dislike option should be in the overview. Because you want to rate stuff while you are exploring and you also want to see how it has been rated. It requires too much effort if you need to open a specific recommendation. But I also agree with your motivation regarding the problem,, more evaluation will tell you what is best..</p> 	2013/04/16 09:49:32 AM
97445	pj_verbruggen	commented	2013-04-16T09:59:12Z	(null) 	http://jetschi.wordpress.com/2013/04/15/prototype-testing/comment-page-1/#comment-43	(null)	(null)	chikul13	<p>Can you maybe make a short conclusion of this (or next) iteration? Because I have to say that a complete report was way too much information for me. I saw that you choose for facebook icons because they have a well-known function. That&#8217;s a good idea, popular social media have the power to set standards for icons and terms, so it is good for small, new apps to copy the style and behavior so that users won&#8217;t be confused.</p> 	2013/04/16 10:04:45 AM
97446	pj_verbruggen	commented	2013-04-16T09:52:25Z	(null) 	http://chimovez.wordpress.com/2013/04/15/test-iteration-2-paper-prototype/comment-page-1/#comment-31	(null)	(null)	chikul13	<p>So it looks like all problems have been solved that can be solved with a paper prototype? You will now continue with a digital prototype or do you want to include these extra features (conversations on detail page and map for a location) first?</p> 	2013/04/16 10:04:51 AM
97588	Sam Agten	commented	2013/04/16 12:59:49 PM	(null) 	http://jetschi.wordpress.com/2013/04/15/prototype-testing/comment-page-1/#comment-44	(null)	(null)	chikul13	<p>These are good notes, I especially like that you provide a rationale for the testing method you use. However, I agree that for a blogpost this is overkill. The fact that you provide information on 3 (!) iterations is a dead giveaway.</p> 	2013/04/16 01:06:50 PM
97604	Sam Agten	commented	2013-04-16T13:07:33Z	(null) 	http://hatchi13.wordpress.com/2013/04/11/solutions/comment-page-1/#comment-60	(null)	(null)	chikul13	<p>You don&#8217;t show what was recommended? Only a type? Doctor Who is a user in your example, right? Or is Doctor Who in your example a book/TV show/Movie (in fact, all three?)?</p> <p>If DW is in fact a user, two entries could be exactly alike. If DW is the object of recommendation than I think your example is really confusing.</p> 	2013/04/16 01:22:04 PM
97620	Sam Agten	commented	2013-04-16T13:36:19Z	(null) 	http://chiconcarne.wordpress.com/2013/04/09/evaluating-first-digital-prototype/comment-page-1/#comment-30	(null)	(null)	chikul13	<p>Out of curiosity: how do you scale the bars? In other words: how do prevent the bars from running off the screen, what scale do you use.</p> <p>Also a suggestion:<br /> Your idea is really focused but I feel you&#8217;re not really taking advantage of that. I could replace &#8220;Frituur&#8221; in your app by museums or libraries or some such. Have you thought about integrating stuff such as (on the top of my head): price, menu, specials, etc.?</p> 	2013/04/16 01:37:19 PM
97743	apirlot4kul	commented	2013-04-16T16:22:37Z	(null) 	http://teamschi.wordpress.com/2013/04/13/iteration-3/comment-page-1/#comment-45	(null)	(null)	chikul13	<p>You&#8217;ve got a fair point there but using family and friends is just the beginning. We are doing this to get a fast first result. We will also be testing &#8216;in the wild&#8217;. Next we would also like to put the site online so we can use google analytics to collect results.</p> 	2013/04/16 04:24:32 PM
97866	Nik Torfs	commented	2013-04-16T19:01:45Z	(null) 	http://chimovez.wordpress.com/2013/04/15/test-iteration-2-paper-prototype/comment-page-1/#comment-32	(null)	(null)	chikul13	<p>We continued with the digital prototype after this. The evaluation of the first (small) test with the digital prototype should come online one of these days!</p> 	2013/04/16 07:11:53 PM
98520	Erik Duval	commented	2013-04-17T09:45:45Z	(null) 	http://chinterest.wordpress.com/2013/04/16/back-end-switch/comment-page-1/#comment-64	(null)	(null)	chikul13	<p>Don&#8217;t have much experience with the twitter API (though Jose does &#8211; ask him!), but appreciate that you are not intimidated by doing your own small back-end: looks simple enough that it didn&#8217;t require much effort?<br /> If you provide a simple REST interface, then maybe other #chikul13 groups can use your backend too? That might also help to reach critical mass of recommendations?</p> 	2013/04/17 09:52:57 AM
98690	Gert van Wijn	commented	2013-04-17T13:33:05Z	(null) 	http://chinterest.wordpress.com/2013/04/16/back-end-switch/comment-page-1/#comment-65	(null)	(null)	chikul13	<p>Same problem here with the Facebook connection to Tiggzi, still not got it to work.<br /> Might be a better idea to set up our own database, like you guys did. Good idea !</p> 	2013/04/17 01:40:40 PM
98725	Erik Duval	commented	2013-04-17T14:09:02Z	(null) 	http://chinterest.wordpress.com/2013/04/16/back-end-switch/comment-page-1/#comment-67	(null)	(null)	chikul13	<p>One more option may be the service that was mentioned in class that bundled login options&#8230; @Gil_vdb asked about it on twitter, so guess we will get details soon&#8230;</p> 	2013/04/17 02:11:04 PM
98726	pj_verbruggen	commented	2013-04-17T14:04:13Z	(null) 	http://chinterest.wordpress.com/2013/04/16/back-end-switch/comment-page-1/#comment-66	(null)	(null)	chikul13	<p>Yeah I don&#8217;t think it is a good idea though, it&#8217;s more like our only option. Because as the survey during class suggested, users prefer to log in with an existing account so I fear that we will have more problems to find users &#8216;in the wild&#8217;. Maybe we could ask Tiggzi for help? We didn&#8217;t do that because of course there is the possibility that it is entirely our fault. But if you guys also have issues with Facebook this at least means that something is very unclear so it would be good for Tiggzi if they made some kind of tutorial for this.</p> 	2013/04/17 02:11:04 PM
98766	simonchuptys	commented	2013-04-17T14:41:41Z	(null) 	http://jetschi.wordpress.com/2013/04/15/prototype-testing/comment-page-1/#comment-48	(null)	(null)	chikul13	<p>We edited the post, breaking it down in three separate posts, each containing information about one iteration. Much more pleasant to read indeed!</p> 	2013/04/17 02:56:41 PM
98814	pj_verbruggen	commented	2013-04-17T15:36:24Z	(null) 	http://chinterest.wordpress.com/2013/04/16/back-end-switch/comment-page-1/#comment-69	(null)	(null)	chikul13	<p>Hi Katerina<br /> Great that you found us and thanks for the encouraging response. We will compose an e-mail with the details in the next few days and we will send it to you <img src='https://s0.wp.com/wp-includes/images/smilies/icon_smile.gif' alt=':)' class='wp-smiley' /> !</p> 	2013/04/17 03:42:16 PM
98866	tommekevdb	commented	2013-04-17T16:49:46Z	(null) 	http://teamtgv.wordpress.com/2013/03/25/step-3-test-iteration-2/comment-page-1/#comment-36	(null)	(null)	chikul13	<p>I agree about not wanting to read a really long post, but if a post exist of a page long image and one paragraph it doesn&#8217;t really matter. I would expect some more information in this post, like what did you test exactly, what are the results. Now that I look back a few posts, you still miss the actual results of iteration 1 as well. Might want to add a post with a clear explanation of how that iteration ended?</p> 	2013/04/17 04:58:12 PM
98912	tommekevdb	commented	2013-04-17T17:32:43Z	(null) 	http://lpg13.wordpress.com/2013/04/12/iteration-1-evaluating-the-paper-prototype/comment-page-1/#comment-83	(null)	(null)	chikul13	<p>This looks like a nice clear post but I have a remark on the results. The way you wrote it is more an interpretation of the results than the raw results themselves. For example result 5: how do you know they understood it? Was it because they said so, or just because they didn&#8217;t mention any problems. Was it clear because you asked them to do a specific thing? The question might have pushed the user into an interpretation (one of the disadvantages of this kind of test). So for next time you might consider posting the raw data and then what your conclusions from that data is.</p> 	2013/04/17 05:43:49 PM
99653	benjaminwtv	commented	2013-04-18T10:45:39Z	(null) 	http://hatchi13.wordpress.com/2013/04/11/solutions/comment-page-1/#comment-63	(null)	(null)	chikul13	<p>Doctor Who is the item that is recommended. If it is too confusing, try replacing &#8220;Doctor Who&#8221; by &#8220;Game of Thrones&#8221;.</p> <p>The cells in the activity stream only show recommendations made to the user. For example: if you make a recommendation to one of your friends, it is only shown in the activity stream of your friend.</p> <p>The activity stream also shows the requests made by all your friends. (But you cannot see this in the example above)</p> 	2013/04/18 10:56:07 AM
99685	Thomas Demoor	commented	2013-04-18T11:16:14Z	(null) 	http://jetschi.wordpress.com/2013/04/17/prototype-testing-iteration-3/comment-page-1/#comment-50	(null)	(null)	chikul13	<p>Curious to your results, because in our first iteration we used the same method. Namely, don&#8217;t give any specific questions and see what happens. But this turned out not the way we wanted, we gathered not enough results, so we switched to giving the user some specific assignments. Looking forward to see if you guys experience the same or totally not!</p> 	2013/04/18 11:26:25 AM
99686	Thomas Demoor	commented	2013-04-18T11:22:05Z	(null) 	http://teamschi.wordpress.com/2013/04/13/recap-iteration-2/comment-page-1/#comment-46	(null)	(null)	chikul13	<p>We&#8217;ll certainly keep your remark in mind and test the search-functionality in the iteration about the digital prototype as well!</p> 	2013/04/18 11:26:29 AM
100654	Gert van Wijn	commented	2013-04-19T09:31:07Z	(null) 	http://chinterest.wordpress.com/2013/04/16/back-end-switch/comment-page-1/#comment-71	(null)	(null)	chikul13	<p>By the way, I love Tiggzi&#8217;s support team ! They always react fast with helpful responses !</p> 	2013/04/19 09:44:45 AM
101753	laurenssion	commented	2013-04-20T11:34:40Z	(null) 	http://hatchi13.wordpress.com/2013/04/19/iteration2/comment-page-1/#comment-65	(null)	(null)	chikul13	<p>I think itu2019s a great idea you already used a questionnaire to get some general impressions from the users. And the boxplots really give some insight in the responses, but I was a bit confused with the scaling of the boxplots. For example, the boxplot at u2018I think that I would like to use this system frequentlyu2019 looks like most people give it a very low score, while the minimum is actually 3 (of 5). It might be interesting to put all the boxplots on the same scale?</p> 	2013/04/20 11:49:21 AM
101793	dvargemidis	commented	2013/04/20 12:44:30 PM	(null) 	http://hatchi13.wordpress.com/2013/04/19/iteration2/comment-page-1/#comment-66	(null)	(null)	chikul13	<p>I couldn&#8217;t agree more with what you said about our boxplots. We actually thought of that ourselves before publishing this blog post. However, it&#8217;s quite difficult to find a good application that allows us to draw box plots easily, gives a nice-looking output and provides us with sufficient tools to adapt the scale etc.</p> <p>It still baffles me that applications like Excel and OpenOffice&#8217;s Calc let us draw the most useless graph types, but unless you use some rather complicated, tedious and cumbersome tricks, there&#8217;s no way to draw a box plot and get the freedom we want to easily adjust the output.</p> <p>We&#8217;re still looking for one, but &#8211; following the theme of our apps &#8211; maybe you or someone else could recommend us a quick and simple box plot tool&#8230;?</p> 	2013/04/20 12:50:03 PM
103787	pj_verbruggen	commented	2013-04-22T10:41:28Z	(null) 	http://lpg13.wordpress.com/2013/04/21/iteration-2-solutions/comment-page-1/#comment-86	(null)	(null)	chikul13	<p>I myself like the navigation bar so I see no need to change it, but it is always good to test other options of course.. Your app already seems quite mature. Hopefully the facebook login can boost your activity!</p> 	2013/04/22 10:53:04 AM
103788	pj_verbruggen	commented	2013-04-22T10:48:25Z	(null) 	http://jetschi.wordpress.com/2013/04/20/manual-oauth-with-twitter/comment-page-1/#comment-52	(null)	(null)	chikul13	<p>Thanks for this blog! We will check later if this can solve our problems. The fact that we are working with Tiggzi makes it harder to debug, like always such tools are good if everything works and you don&#8217;t have to code yourself but if something goes wrong, you are not as free as you would like.. Also thanks for the link to the libraries!</p> 	2013/04/22 10:53:09 AM
104024	Gert van Wijn	commented	2013-04-22T15:46:27Z	(null) 	http://lpg13.wordpress.com/2013/04/21/iteration-2-solutions/comment-page-1/#comment-88	(null)	(null)	chikul13	<p>Yeah, me too. A selection-menu requires at least one click more and slows you down in my opinion ..</p> 	2013/04/22 03:56:40 PM
105964	Erik Duval	commented	2013-04-24T09:34:01Z	(null) 	http://lpg13.wordpress.com/2013/04/24/ready-to-launch/comment-page-1/#comment-89	(null)	(null)	chikul13	<p>Exciting indeed &#8211; do let me know when you&#8217;ve actually launched!</p> 	2013/04/24 09:43:18 AM
106086	Michael Gobbers	commented	2013/04/24 12:07:10 PM	(null) 	http://lpg13.wordpress.com/2013/04/24/ready-to-launch/comment-page-1/#comment-90	(null)	(null)	chikul13	<p>Love to see how you are launching. How are you going to reach the masses?</p> 	2013/04/24 12:14:59 PM
106087	Michael Gobbers	commented	2013/04/24 12:13:04 PM	(null) 	http://chinterest.wordpress.com/2013/04/16/back-end-switch/comment-page-1/#comment-73	(null)	(null)	chikul13	<p>I think the problem with the twitter API was mentioned in class when the activity stream was being discussed. They had the same problems about not returning every result that matched the dearch criteria.. Seems they found a way around it. Out of curiosity I would like to know how they got around that problem.</p> 	2013/04/24 12:15:01 PM
106121	Sven Charleer	commented	2013/04/24 12:52:35 PM	(null) 	http://chinterest.wordpress.com/2013/04/23/current-user-interface-overview/comment-page-1/#comment-75	(null)	(null)	chikul13	<p>Not related to your question, but I like your solution for Sign In / No Account. Usually it&#8217;s &#8220;Sign in&#8221; / &#8220;Sign up&#8221; which can be confusing. Or even Sign Up as the first option and the login somewhere hidden away (Tumblr comes to mind). </p> <p>This simple alternative makes it really clear.</p> 	2013/04/24 01:00:32 PM
106122	Sven Charleer	commented	2013/04/24 12:47:11 PM	(null) 	http://chinterest.wordpress.com/2013/04/16/back-end-switch/comment-page-1/#comment-74	(null)	(null)	chikul13	<p>Do check with Jose if you want to go for a Twitter login solution (while keeping your own backend for the rest of the data). But if you have everything working now, keep that option in mind for your last prototype.</p> 	2013/04/24 01:00:33 PM
106139	Sven Charleer	commented	2013-04-24T13:12:34Z	(null) 	http://jetschi.wordpress.com/2013/04/20/manual-oauth-with-twitter/comment-page-1/#comment-54	(null)	(null)	chikul13	<p>Unbelievable how hard they make something this widely used <img src='https://s1.wp.com/wp-includes/images/smilies/icon_wink.gif' alt=';)' class='wp-smiley' /> Great job on sharing the information, the other groups will benefit from this, not to mention the rest of the Internet.</p> <p>Jose has worked with Twitter sign in (you might have noticed when logging into Step Up!) so you can always knock on our door in case you want more info.</p> 	2013/04/24 01:15:45 PM
106140	Sven Charleer	commented	2013-04-24T13:06:25Z	(null) 	http://hatchi13.wordpress.com/2013/04/19/iteration2/comment-page-1/#comment-67	(null)	(null)	chikul13	<p>Very thorough list, really interested to see how you will tackle these problems. But as mentioned above do solve the boxplot scaling issue next time, as they lose their usefulness this way. Did you give R a try?</p> 	2013/04/24 01:15:47 PM
106141	Sven Charleer	commented	2013-04-24T13:24:41Z	(null) 	http://teamschi.wordpress.com/2013/04/13/iteration-3/comment-page-1/#comment-48	(null)	(null)	chikul13	<p>Could you add some screenshots next post? I&#8217;d like to see the interface that is causing the issues, for example, I&#8217;d like to see what is causing the find/add friend issue (which was mentioned in your previous iteration as well).</p> <p>Make sure you keep screenshots of your iterations, will make for a more interesting end report/presentation.</p> 	2013/04/24 01:31:01 PM
106172	Gert van Wijn	commented	2013-04-24T13:53:34Z	(null) 	http://lpg13.wordpress.com/2013/04/24/ready-to-launch/comment-page-1/#comment-92	(null)	(null)	chikul13	<p>Via social media to start with. Further, we&#8217;ll have to be creative ..</p> 	2013/04/24 02:01:17 PM
106238	pj_verbruggen	commented	2013-04-24T15:29:59Z	(null) 	http://chinterest.wordpress.com/2013/04/16/back-end-switch/comment-page-1/#comment-76	(null)	(null)	chikul13	<p>We will check with Jose if are ready to go for a Twitter login, for now we would like to do some iterations with our own backend, which is (for us) easier to maintain. But the idea of Twitter as the back-end is not of the table! Thanks to all of you for the comments!</p> 	2013/04/24 03:32:24 PM
106523	mercelis	commented	2013-04-24T21:17:32Z	(null) 	http://chinterest.wordpress.com/2013/04/23/current-user-interface-overview/comment-page-1/#comment-78	(null)	(null)	chikul13	<p>It&#8217;s indeed confusing in the diagram, but the app does notify the user the recommendation has been posted.</p> <p>And woops, you&#8217;re right. I&#8217;ll change it immediately, thx! <img src='https://s0.wp.com/wp-includes/images/smilies/icon_smile.gif' alt=':)' class='wp-smiley' /> </p> 	2013/04/24 09:22:00 PM
106486	simonchuptys	commented	2013-04-24T20:49:06Z	(null) 	http://chinterest.wordpress.com/2013/04/23/current-user-interface-overview/comment-page-1/#comment-77	(null)	(null)	chikul13	<p>I think it is a good choice to limit the complexity of your app for now. Regarding the transition diagram: It looks quite straightforward. Only the text on the arrow after making a recommendation confuses me. Is it just a note on the diagram or does your app notify you that the recommendation has been posted? Oh, and one last minor remark, i think you mean transition diagram instead of transaction diagram <img src='https://s1.wp.com/wp-includes/images/smilies/icon_wink.gif' alt=';)' class='wp-smiley' /> </p> 	2013/04/24 08:51:35 PM
106539	dvargemidis	commented	2013-04-24T21:29:19Z	(null) 	http://hatchi13.wordpress.com/2013/04/19/iteration2/comment-page-1/#comment-68	(null)	(null)	chikul13	<p>Thanks for mentioning R. All box plots in this blog post are replaced by new versions. I hope it&#8217;s a bit more clear now.</p> 	2013/04/24 09:37:15 PM
107123	pj_verbruggen	commented	2013-04-25T10:15:30Z	(null) 	http://chinterest.wordpress.com/2013/04/16/back-end-switch/comment-page-1/#comment-80	(null)	(null)	chikul13	<p>Thank you Jos? for the links to your implementation and also for your opinion. I was quite disappointed that we had to come back from our Twitter backend but now it looks like a good decision!</p> 	2013/04/25 10:17:54 AM
107124	Jose Luis Santos	commented	2013-04-25T10:05:33Z	(null) 	http://chinterest.wordpress.com/2013/04/16/back-end-switch/comment-page-1/#comment-79	(null)	(null)	chikul13	"<p>I agree that to rely completely on twitter as a backend&#8230; is not a good solution. In my situation, I use two kind of trackers&#8230; search functionality and user_timeline. In addition, you can use also the stream api. But I agree that if you are not official partner, you are going to lose tweets. Everything with twitter4j is quite straightforward. But anyway, I agree that the fact you have your own backend makes sense.</p> <p>Regarding the twitter login, you can check it how I did it using twitter4j here:</p> <p> <a href=""https://github.com/jlsantoso/stepup/tree/chicourse/StepUpLearningAnalyticsLayer/src/org/be/kuleuven/hci/auth"" rel=""nofollow"">https://github.com/jlsantoso/stepup/tree/chicourse/StepUpLearningAnalyticsLayer/src/org/be/kuleuven/hci/auth</a></p> <p>and the web.xml also:</p> <p> <a href=""https://github.com/jlsantoso/stepup/blob/chicourse/StepUpLearningAnalyticsLayer/war/WEB-INF/web.xml"" rel=""nofollow"">https://github.com/jlsantoso/stepup/blob/chicourse/StepUpLearningAnalyticsLayer/war/WEB-INF/web.xml</a></p> "	2013/04/25 10:17:54 AM
107173	pj_verbruggen	commented	2013-04-25T11:12:03Z	(null) 	http://lpg13.wordpress.com/2013/04/24/ready-to-launch/comment-page-1/#comment-95	(null)	(null)	chikul13	<p>Good luck with it, reaching the mass can be hard, I guess some luck will need to be involved but it&#8217;s a fun change to think about such problems rather than the technology alone. How much did you pay for your domain?</p> 	2013/04/25 11:18:32 AM
